Song ID,ZCR,Energy,Entropy of Energy,Spectral Centroid,Spectral Spread,Spectral Entropy,Spectral Flux,Spectral Rolloff,MFCC.1,MFCC.2,MFCC.3,MFCC.4,MFCC.5,MFCC.6,MFCC.7,MFCC.8,MFCC.9,MFCC.10,MFCC.11,MFCC.12,MFCC.13,Chroma Vector(CV),CV.1,CV.2,CV.3,CV.4,CV.5,CV.6,CV.7,CV.8,CV.9,CV.10,CV.11,Chroma Deviation,ZCR_SD,Energy_SD,Entropy of Energy_SD,Spectral Centroid_SD,Spectral Spread_SD,Spectral Entropy_SD,Spectral Flux_SD,Spectral Rolloff_SD,MFCC.1_SD,MFCC.2_SD,MFCC.3_SD,MFCC.4_SD,MFCC.5_SD,MFCC.6_SD,MFCC.7_SD,MFCC.8_SD,MFCC.9_SD,MFCC.10_SD,MFCC.11_SD,MFCC.12_SD,MFCC.13_SD,Chroma Vector(CV)_SD,CV.1_SD,CV.2_SD,CV.3_SD,CV.4_SD,CV.5_SD,CV.6_SD,CV.7_SD,CV.8_SD,CV.9_SD,CV.10_SD,CV.11_SD,Chroma Deviation_SD,Tempo Feature1,Tempo Feature2,Valence,Arousal
10,0.9369216293,0.1464346228,0.8283592247,0.9678897791,0.9188615234,0.4160046549,0.0507592055,0.6188680734,0.5565682417,0.6131275664,0.466321602,0.3862469702,0.7107085406,0.5223273611,0.6312823281,0.1884505072,0.6309660918,0.3423732813,0.5560660088,0.4623482793,0.9330055899,0.3431518747,0.2138079657,0.261702168,0.4091780161,0.2008973994,0.2982258312,0.0980912252,0.6387120017,0.3313555339,0.3803053031,0.2357672826,0.0639614815,0.3104959194,0.8620837094,0.1505661977,0.1284387045,0.3766520545,0.1781815364,0.3596826968,0.0428402562,0.7412083777,0.4125702473,0.5781126906,0.6309673607,0.5724624876,0.4834085405,0.5453896427,0.7181272624,0.4497543983,0.5160138758,0.6419713257,0.600519632,0.6997180472,0.5825722871,0.3781106774,0.3804187728,0.3418885812,0.777147821,0.2584222172,0.3498264662,0.1915774333,0.4297270529,0.348864843,0.4003986422,0.2554762317,0.0718953258,0.4012771302,0.2,0.1267787249,0.7,-0.3
11,0.1085571473,0.0681830441,0.5937430573,0.0299481932,0.0647688039,0.0591156395,0.2283543843,0.1415093849,0.5797058725,0.7404788674,0.4382566237,0.8495197764,0.7651559404,0.5777354138,0.629404539,0.6447553107,0.3590269352,0.752947847,0.5630764137,0.4933203591,0.4793970632,0.2815175468,0.2012358693,0.3358718439,0.3233152283,0.3934069852,0.4800765713,0.1803558454,0.4644802192,0.2276227809,0.588970273,0.5435223405,0.1010151465,0.3638149548,0.1306990479,0.0642754616,0.3863201768,0.4821132836,0.8925334519,0.0993137581,0.1603496721,0.061306457,0.30047185,0.2000342222,0.3123920922,0.3961341462,0.2745831358,0.1991345836,0.3604442123,0.2447701243,0.3106651986,0.276327652,0.2575424902,0.2560739559,0.2397874312,0.3004856349,0.315898172,0.325212761,0.438910737,0.3642371698,0.4649730005,0.2774254176,0.3846223263,0.2576950774,0.5193202519,0.3967630103,0.0820101269,0.2211015268,0.2,0.1328122735,-0.1,0.7
12,0.1038855242,0.1138165833,0.5693577198,0.0510400519,0.1066336641,0.0411013733,0.1778674804,0.1471629087,0.5341759248,0.7839570067,0.4065909664,0.8816440375,0.5999823027,0.4173186555,0.5645377294,0.3438385071,0.400535582,0.5179731389,0.3896304184,0.5541088789,0.4291240773,0.3390237837,0.1006844204,0.2099317529,0.4248798103,0.7309173532,0.2385065995,0.268448424,0.3761605816,0.321746959,0.4127330492,0.4378157538,0.1968210161,0.3707638781,0.1429307923,0.0892678244,0.2625059496,0.4746640169,0.7910697332,0.0608738622,0.1032089918,0.0691311517,0.3306033538,0.2857412042,0.3065479786,0.2817569507,0.1650659896,0.2274942494,0.1587750911,0.1121707592,0.1229975961,0.1234707426,0.1434890291,0.0890347247,0.1602839499,0.2408803097,0.0998092465,0.1446791472,0.4038534563,0.6806186829,0.2042223206,0.3458309491,0.2414964574,0.2842537942,0.2208034342,0.340196,0.1574999148,0.2703530018,0.2,0.1394598104,-0.8,0.7
13,0.0597122741,0.1135112643,0.6100859461,0.0173209769,0.092069162,0.0306593254,0.1840344278,0.0849525003,0.5635299107,0.8642133377,0.4790571594,0.7390363291,0.7241206524,0.5669991263,0.6903637529,0.7062451511,0.4793609554,0.6893970491,0.5387549585,0.5161050462,0.5327666259,0.1696000261,0.1756655167,0.4899538771,0.3769807656,0.3946642176,0.513333886,0.2574899916,0.1901920883,0.1380989381,0.6592347448,0.5914660293,0.0909285484,0.3395746213,0.0775850811,0.1190940761,0.40113248,0.5977941442,0.9364381825,0.0449567062,0.1622723562,0.0311449833,0.4324360322,0.2712352124,0.2390742687,0.3151318256,0.1551003411,0.1392913413,0.1518372783,0.0990073284,0.1718193913,0.0852450281,0.1949422051,0.1010340926,0.1382985923,0.1280887164,0.2194038438,0.3863534687,0.399758514,0.3339622915,0.3546999311,0.290039849,0.1533914177,0.1089158003,0.4006053816,0.3787601953,0.0430780345,0.0703049807,0.2,0.1385519614,0.3,0.5
14,0.0516313045,0.0957230344,0.6322116592,0.0192806752,0.1054124363,0.0238323755,0.2056166285,0.0781995002,0.4342270329,0.8833489304,0.4892397471,0.7506022497,0.7193223573,0.5615979162,0.6480964809,0.5898919607,0.323892361,0.6321962238,0.6326381451,0.5622688149,0.5674747071,0.2026137388,0.1122853026,0.5227827476,0.4509872707,0.4214202808,0.4655311743,0.2600092006,0.2208456698,0.2992146057,0.7051424828,0.4560608687,0.0835785139,0.3989806939,0.085474498,0.08577377,0.3842642147,0.6103427367,0.9140658141,0.0383840542,0.196346403,0.0346374476,0.5784997695,0.3375557409,0.3542735135,0.3328171265,0.166972328,0.1679928488,0.2198251497,0.1510832167,0.1481302547,0.1572713134,0.1812925818,0.134860471,0.1569774349,0.1677319088,0.149986785,0.4404408463,0.4964281095,0.3255807181,0.3363538998,0.3559488534,0.1675475712,0.2812928775,0.4399629309,0.2939563896,0.0222506758,0.1507945271,1,0.1413366931,0.3,0.5
15,0.0889105625,0.0642176986,0.5792436383,0.0437370768,0.1011590412,0.0283452263,0.2284301409,0.1081049067,0.4845216276,0.7897680536,0.3821952599,0.6775563513,0.4495078098,0.2621219925,0.5130290251,0.6945866663,0.6037396576,0.5198564761,0.4414004681,0.5141019889,0.3919029929,0.2147341313,0.3098054063,0.1426805601,0.3302312154,0.2626090791,0.2854701135,0.2664126558,0.1361522767,0.2674070749,0.50088164,0.3901789375,0.2230019833,0.2632293547,0.1365140976,0.056044867,0.2822860384,0.6212442961,0.9282215624,0.0678944564,0.1457709007,0.0636267798,0.4003066683,0.4075947449,0.3609900928,0.5191907782,0.2460931398,0.3041765439,0.3728646284,0.3286701225,0.322654543,0.369219772,0.3621541525,0.4156268823,0.1995000849,0.1917505955,0.4380263393,0.1440240017,0.4557783008,0.2926330296,0.3367741006,0.4508735028,0.119959868,0.2945443408,0.2924956743,0.3397639355,0.2212877453,0.210424724,0.1,0.0526129016,0.3,-0.3
16,0.1261700377,0.3692853237,0.6504047596,0.0965846539,0.1364170268,0.032420595,0.1731965887,0.1544057875,0.6665832769,0.7407362115,0.2198536268,0.7722673839,0.5630175396,0.4376488313,0.6056239967,0.6308443285,0.6137480642,0.42017008,0.1267700318,0.298732184,0.4480407957,0.4035445482,0.2669908442,0.2769887416,0.4101329982,0.3361862155,0.3079812621,0.21087529,0.3231570964,0.1290234636,0.1776622483,0.3439502584,0.4659391517,0.2787443224,0.1247069869,0.350036226,0.3659227555,0.4675969782,0.6968231943,0.0539977184,0.1520452177,0.0560596578,0.335162361,0.2634885217,0.3227551904,0.3738726041,0.2310898399,0.1644306158,0.2332074589,0.1032636615,0.1715867495,0.1532258521,0.1532366309,0.1211088449,0.1409316896,0.2735427135,0.3511385913,0.1851205772,0.3933512966,0.2605499012,0.2640173416,0.2945059647,0.1991199734,0.1669285794,0.0819456523,0.2119368802,0.382811948,0.1827157199,0.2,0.1774535101,-0.7,0.7
17,0.0589880127,0.0604540922,0.5092036353,0.040278898,0.1239546337,0.0125999183,0.2785498239,0.0668040252,0.3411429479,0.8352684071,0.37656253,0.5658148606,0.4555440433,0.293496459,0.5876828436,0.8005971297,0.6698328313,0.5193219185,0.4853387751,0.5024233601,0.452745551,0.1979004131,0.3654710814,0.2204327822,0.2162349018,0.3346808135,0.332055615,0.4313556857,0.0772075453,0.1665691677,0.2947675445,0.3948251909,0.2061438312,0.3917411871,0.1160218579,0.0740191383,0.3899292112,0.6605281794,0.9110764698,0.0358540678,0.2539415105,0.0529013562,0.7311239457,0.5087517412,0.4581058575,0.4850840945,0.2832031336,0.3540258783,0.2552212272,0.2150841299,0.2152433066,0.2325441389,0.3492636677,0.2907590347,0.1752587649,0.1673694992,0.5160798858,0.1862891147,0.2904353085,0.3526047554,0.3607613896,0.7189707699,0.0673835629,0.163452082,0.1520543779,0.3078539906,0.2099074343,0.4194134992,0.2,0.039455796,-0.4,-0.4
18,0.0582533746,0.0180682884,0.4825261468,0.1032659358,0.2317290392,0.0192302191,0.2149008191,0.0653076018,0.2259446027,0.8703170602,0.472665026,0.8497729846,0.7337240718,0.4022599153,0.5552592711,0.5064024505,0.2924815196,0.60334894,0.5067320624,0.4256630013,0.4440161396,0.6760341191,0.0809025391,0.6112907553,0.2932441849,0.2890717174,0.4815452868,0.4071506317,0.1346671249,0.1863609241,0.2423003838,0.638570667,0.3621857902,0.6750434726,0.1544711873,0.0345829106,0.4326934418,0.6626608004,0.7741328655,0.0418898099,0.1748623636,0.0655592151,0.809002139,0.4748745113,0.3988537966,0.2604160436,0.1935883224,0.232964411,0.1538636196,0.1363713663,0.203454208,0.1634860754,0.1503414457,0.1454501508,0.1764879776,0.5215804187,0.1330162884,0.5897216963,0.3701607388,0.2765025752,0.4456113407,0.6489235772,0.0903782339,0.1597796615,0.1132559565,0.4040534306,0.275639918,0.4665705228,1,0.1819113381,0.4,-0.4
19,0.085330011,0.166632895,0.6030157692,0.0854615869,0.1659478651,0.0346631222,0.1921708814,0.0957039243,0.592564663,0.8000086298,0.3998677126,0.6011587769,0.514569421,0.4323060364,0.4897009478,0.425595386,0.3668177954,0.6370172944,0.460875458,0.4259028843,0.3808123958,0.2436243214,0.1087363869,0.1835791563,0.3683733873,0.1907758164,0.3154422123,0.4716390065,0.206316685,0.3886491844,0.3248591687,0.5388557437,0.1873231722,0.336301689,0.0983558231,0.1396381421,0.2899598018,0.6587508237,0.8523868199,0.0506518575,0.1353227214,0.0447375803,0.5932958511,0.3088924437,0.2551070808,0.3023502053,0.2119890183,0.2533403119,0.1990913351,0.3269009401,0.327921445,0.1731103703,0.3529342482,0.2963112773,0.3223241266,0.194283888,0.1414147728,0.1369972831,0.4195500371,0.1527405697,0.2913994798,0.7446034118,0.1461319466,0.393555728,0.1288582244,0.4124806024,0.1718659726,0.3663919336,0.1428571429,0.0851556363,0.5,0.5
20,0.0404292999,0.1022207723,0.6532521801,0.08872805,0.2447906606,0.0108758981,0.1875831126,0.0420906919,0.4675842129,0.9150153378,0.5167705448,0.8563360328,0.6545829025,0.3453036319,0.5588810171,0.5205030338,0.3775261683,0.492298082,0.3248973331,0.260777716,0.3318805478,0.2275699311,0.0805761672,0.4606098726,0.8317498271,0.3840692473,0.2445893778,0.3111904366,0.0901106424,0.2570203649,0.6072105755,0.376306912,0.2423898024,0.459665123,0.103065505,0.117607248,0.3079305943,0.617668621,0.5905199576,0.0166771233,0.1676154452,0.0346503716,0.5066019745,0.4957106104,0.4213217434,0.4561293512,0.2138127643,0.1944392331,0.2804973036,0.0829011619,0.1941125442,0.1845690759,0.2984548149,0.2555826639,0.2235169704,0.1617757118,0.0794589929,0.2851585651,0.713168882,0.3324242283,0.2437004589,0.4613244455,0.0737580528,0.2565269178,0.3224189282,0.301862513,0.243998588,0.2435546957,0.28,0.2081849829,0.6,-0.6
21,0.1057642516,0.0627674882,0.569424225,0.1240167884,0.2692545886,0.0368741965,0.2135638948,0.1061911616,0.4876736102,0.8031089564,0.3833138891,0.6867430614,0.512803038,0.4542198618,0.6055675183,0.399849061,0.4640310743,0.7088611998,0.3999042367,0.5086883057,0.6258463114,0.2724962833,0.1212348856,0.208304342,0.3881470827,0.5702510513,0.434630767,0.3308777177,0.2893770292,0.2957415803,0.3320609276,0.4071675393,0.4340885697,0.3787240692,0.1182910625,0.0651621571,0.2654185608,0.3647621256,0.4384999726,0.03845791,0.152774229,0.042196212,0.4494300067,0.1841915412,0.2493892109,0.3424245112,0.1244787081,0.2601990494,0.2043370535,0.1554739628,0.1919183089,0.2672478687,0.2817588248,0.2237022363,0.1681416754,0.2098032311,0.1816638629,0.1747113079,0.4967300243,0.585206082,0.4353330679,0.4769644617,0.1938431858,0.3459402898,0.1473750538,0.2842093966,0.4860177611,0.1991543926,0.1428571429,0.1924330966,-0.5,0.5
22,0.0807499701,0.0032921742,0.6218761507,0.1326713792,0.3052450911,0.0133505922,0.2081570758,0.0603327496,0.212363288,0.8706511862,0.3468480855,0.5977875508,0.5681905862,0.4529990007,0.5914580282,0.4904084473,0.5080991144,0.4234250461,0.2280036058,0.4795247276,0.6744981344,0.4463935919,0.1573868372,0.1293882082,0.1975014351,0.5437614331,0.291515695,0.4808635288,0.1109824344,0.3244769449,0.3202109096,0.2955045018,0.24299729,0.4868495879,0.1074300523,0.0123375797,0.3436716425,0.4871251992,0.4819895084,0.0172510943,0.2170479033,0.0234684919,0.6527005942,0.5378478022,0.3956845615,0.4795109984,0.269765187,0.3243566505,0.3103854824,0.2147273818,0.2548367949,0.232996602,0.286206526,0.2502986635,0.2693910343,0.3515919955,0.2465157421,0.1065647939,0.1861035616,0.5025325042,0.2714000055,0.7289021206,0.1059416613,0.313548266,0.1822562576,0.2515959541,0.2171002101,0.4614478996,0.4,0.1387388711,0.5,-0.6
23,0.2226021698,0.3500813548,0.5888281473,0.1578394373,0.0916576405,0.3345342237,0.2413541744,0.3116819727,0.6909736228,0.6268855411,0.6813650748,0.3817375646,0.5400343394,0.1976062486,0.2369903444,0.3400930585,0.2963666035,0.5703190131,0.0159183314,0.4024919341,0.4847443181,0.3552808302,0.2794370005,0.3844301371,0.5276312323,0.353418183,0.4980368602,0.0955803226,0.2667522092,0.4074087647,0.4830417746,0.2635622908,0.164894865,0.4644043885,0.5676687881,0.3843455763,0.3256683637,0.4369286885,0.7267281703,0.655359421,0.1150579409,0.3152528865,0.4913548018,0.5790931468,0.4105814254,0.4360170871,0.253745085,0.3239406818,0.450716013,0.3815882078,0.4719331007,0.5223334788,0.4977385856,0.7018043483,0.5848895408,0.3565757899,0.4845214935,0.626985023,0.7514250115,0.4493085498,0.5341651252,0.2076368907,0.2276204758,0.4909216474,0.4004215075,0.2586284445,0.2061080825,0.3942000267,0.1,0.4034742294,0.7,0.6
24,0.2477052769,0.3676782669,0.7098357658,0.1828379213,0.0966669141,0.3635781322,0.2258974595,0.341252646,0.6316497362,0.5686573482,0.6477022777,0.3029202631,0.504997923,0.278251166,0.4176488434,0.4837101922,0.0718702581,0.5112681712,0.2355141356,0.4839672336,0.5063727934,0.371252375,0.3573465156,0.499337331,0.305506345,0.2727757203,0.6370586814,0.1043154941,0.5168746424,0.3598379319,0.3237058184,0.1677618274,0.1071460787,0.5259129711,0.4886130723,0.3573426291,0.2277797363,0.4009500218,0.7103889101,0.5494683638,0.1290096928,0.2796921514,0.5510289054,0.5348514377,0.5145899424,0.5316760428,0.3472996374,0.394261799,0.4945448298,0.4265199011,0.5950996465,0.4359158591,0.5539211242,0.7033121025,0.5433074467,0.3808049071,0.5934767217,0.8268654058,0.4720635201,0.3492626534,0.6656619465,0.2107047612,0.4154640522,0.4254946003,0.282741889,0.1513154247,0.1225660811,0.4945149561,0.2,0.5292070262,0.5,0.2
25,0.2000729861,0.1067620708,0.7908796399,0.1039657509,0.0878089018,0.1761138428,0.1069503171,0.3250093502,0.6758040401,0.6490270319,0.6042825086,1,0.3797497785,0.2442238745,0.2801495441,0.3917781342,0.0982029788,0.3068192791,0.3324254987,0.3133950331,0.271937862,0.4660291153,0.284838621,0.1233102005,0.4561705262,0.3872102064,0.3287255908,0.1479733751,0.3361310683,0.3169894001,0.3541951044,0.4178875521,0.1204436242,0.2039896392,0.3016055003,0.0679884965,0.0869091218,0.3002673175,0.6672861985,0.2736600195,0.024141678,0.1534039029,0.1235637429,0.1424162923,0.2449514786,0.2192877485,0.1168911149,0.1477676369,0.1711293574,0.1350326729,0.2377670992,0.2250466987,0.3039846153,0.2739864798,0.3286519591,0.3485939813,0.3979559884,0.1477346461,0.54273621,0.3779721378,0.2575220342,0.1965249553,0.2135923315,0.2912347811,0.1587089089,0.2659026453,0.1019806989,0.084622357,0.2,0.1406410731,0.4,-0.3
